0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.4045607456137443,0.38776460925114425,0.36196677020697127,0.35857433680727807,0.34717887577298084,0.293880654628866,0.2495824500058254,0.14748581939615268,0.06025504634700052,0.014858879107773504,0.016796632294139524,0.02797473665845185,0.014789413595739709,0.013698441213073953,0.012162301659793873,0.011306060815279462,0.008804973238911551,0.005565492564198193,0.0032513995406710516
0.3851476335671598,0.38438817492126603,0.3586560240665481,0.3527508138680567,0.32834701810226646,0.3186334068278605,0.23788386681084056,0.15150785813541162,0.05851119810400229,0.020069838503517734,0.021259595244174978,0.029998727905060307,0.01612943044805787,0.013902881312025717,0.014485548142510796,0.009800512629376701,0.007282686718003695,0.004978899671606751,0.002969935615049213
0.37692175971262026,0.3905363919124341,0.36588716725257414,0.3511974376739619,0.3236212690815928,0.3039673228219855,0.24462809915299427,0.14484313498391038,0.048790974073259386,0.019976221298675434,0.020293870858280716,0.02858837648295398,0.014518911052347094,0.015194922338588102,0.013462138689762426,0.009971077746683543,0.008708532785932144,0.005486041183196844,0.003278105129799591
0.3955160636316734,0.3823079634111873,0.3666111990585799,0.34665082865476476,0.33178555224822087,0.30754059000501216,0.24482046741645896,0.16260984227012337,0.05799086970316247,0.012413766885379096,0.021220218909325128,0.022276186371166518,0.014351335936744813,0.01613378703668461,0.009736577811960578,0.009348774821012207,0.007922871101702644,0.005422801081765405,0.003045799321652276
0.37480059278447947,0.38483623627509983,0.35258194473545207,0.351098969558075,0.324321706931093,0.30621082225938606,0.25613156353882033,0.15181464313756854,0.05444516816094469,0.014116593412329015,0.021846317352403,0.02354646015718248,0.018670933981104365,0.014124350760811033,0.01249944550125992,0.00971658005850784,0.008210904412019049,0.005215495906637224,0.002490679732089607
0.39685506185293556,0.3738549685061113,0.3641642119842517,0.3455822756007559,0.3410025122387241,0.30629050988344103,0.2381710460916076,0.14526339618972672,0.057750365036946805,0.01575905686334761,0.016807045700427237,0.02261024074608603,0.016165425786927812,0.014561542876714573,0.01110351165807022,0.007708235892353699,0.007911605836153357,0.0039384906548586285,0.002635933669586088
0.41176347423007503,0.37914367911539254,0.3548933655636953,0.3623904910558588,0.3372381657652454,0.3023525952373107,0.255772578522833,0.1528980701267159,0.04323711434047306,0.010216834224862803,0.016076343373693458,0.02614535580423294,0.016785603468075616,0.013320944441384097,0.011569543600572996,0.008776025218217576,0.007193239486220915,0.005205688642835937,0.0033760116831433873
0.3892757745147844,0.38274146937154024,0.36501623255832755,0.35558477640921743,0.345954912307705,0.3202917693573433,0.2305969304062318,0.1502230370568136,0.055766910010120685,0.013969672218609452,0.01601398914020724,0.025414951046002776,0.01665454409188516,0.013673802533390678,0.01287461637304499,0.008468540187200835,0.009069782444306729,0.004782397344241185,0.0030091110181069136
0.40358368019592133,0.36965008930518345,0.3479042475652449,0.3394781041669756,0.3303848130669665,0.3081791386447353,0.2505707357958122,0.15086804086120598,0.04932992159609895,0.007549798677802921,0.015829229430463054,0.03289294065761483,0.016208314313373218,0.013963104419471517,0.009979498333394343,0.007723278947803225,0.00919921535327195,0.005069860031971685,0.002186582903789147
0.39753966317677686,0.3802424625605371,0.36380665219148417,0.3480863847829649,0.3345776329878896,0.3089732681222291,0.24240178733401302,0.1570744725262222,0.05601287517000825,0.017323021571199915,0.02203863922534427,0.02548243599993133,0.018262044849350845,0.01528989214088039,0.011299622661267272,0.008981357001437373,0.008317122240159847,0.0045733407434048745,0.0038940271631874857
